comune,employment_rate,Regione
Santa Caterina Albanese  ,42.19,CALABRIA
Santa Domenica Talao  ,40.59,CALABRIA
Santa Maria del Cedro  ,41.56,CALABRIA
Santa Sofia d'Epiro  ,47.65,CALABRIA
Sant'Agata di Esaro  ,38.96,CALABRIA
Santo Stefano di Rogliano  ,53.06,CALABRIA
Saracena  ,47.86,CALABRIA
Scala Coeli  ,52.06,CALABRIA
Scalea  ,46.64,CALABRIA
Scigliano  ,42.99,CALABRIA
Serra d'Aiello  ,46.70,CALABRIA
Spezzano Albanese  ,45.69,CALABRIA
Spezzano della Sila  ,54.56,CALABRIA
Tarsia  ,45.05,CALABRIA
Terranova da Sibari  ,49.51,CALABRIA
Terravecchia  ,42.10,CALABRIA
Torano Castello  ,49.56,CALABRIA
Tortora  ,45.70,CALABRIA
Trebisacce  ,51.53,CALABRIA
Vaccarizzo Albanese  ,52.58,CALABRIA
Verbicaro  ,35.69,CALABRIA
Villapiana  ,48.56,CALABRIA
Zumpano  ,55.48,CALABRIA
Albi  ,42.29,CALABRIA
Amaroni  ,41.48,CALABRIA
Amato  ,50.54,CALABRIA
Andali  ,48.79,CALABRIA
Argusto  ,44.52,CALABRIA
Badolato  ,51,CALABRIA
Belcastro  ,51.37,CALABRIA
Borgia  ,49.92,CALABRIA
Botricello  ,47.55,CALABRIA
Caraffa di Catanzaro  ,48.76,CALABRIA
Cardinale  ,39.59,CALABRIA
Carlopoli  ,46.45,CALABRIA
Catanzaro  ,53.66,CALABRIA
Cenadi  ,50.32,CALABRIA
Centrache  ,40.04,CALABRIA
Cerva  ,46.02,CALABRIA
Chiaravalle Centrale  ,47.97,CALABRIA
Cicala  ,49.55,CALABRIA
Conflenti  ,44.93,CALABRIA
Cortale  ,53.61,CALABRIA
Cropani  ,49.88,CALABRIA
Curinga  ,51.15,CALABRIA
Davoli  ,48.66,CALABRIA
Decollatura  ,49.22,CALABRIA
Falerna  ,46.78,CALABRIA
Feroleto Antico  ,49.59,CALABRIA
Fossato Serralta  ,46.08,CALABRIA
Gagliato  ,52.48,CALABRIA
Gasperina  ,40.66,CALABRIA
Gimigliano  ,47.92,CALABRIA
Girifalco  ,47.98,CALABRIA
Gizzeria  ,46.68,CALABRIA
Guardavalle  ,45.68,CALABRIA
Isca sullo Ionio  ,48.49,CALABRIA
Jacurso  ,55.86,CALABRIA
Lamezia Terme  ,50.09,CALABRIA
Magisano  ,47.70,CALABRIA
Maida  ,47.72,CALABRIA
Marcedusa  ,42.92,CALABRIA
Marcellinara  ,56.55,CALABRIA
Martirano  ,42.55,CALABRIA
Martirano Lombardo  ,45.39,CALABRIA
Miglierina  ,45.13,CALABRIA
Montauro  ,54.92,CALABRIA
Montepaone  ,54.76,CALABRIA
Motta Santa Lucia  ,49.10,CALABRIA
Nocera Terinese  ,52.17,CALABRIA
Olivadi  ,41.54,CALABRIA
Palermiti  ,35.86,CALABRIA
Pentone  ,48.76,CALABRIA
Petrizzi  ,49.60,CALABRIA
Petronà  ,46.44,CALABRIA
Pianopoli  ,50.34,CALABRIA
Platania  ,44.75,CALABRIA
San Floro  ,57.39,CALABRIA
San Mango d'Aquino  ,54.05,CALABRIA
San Pietro a Maida  ,47.34,CALABRIA
San Pietro Apostolo  ,48.56,CALABRIA
San Sostene  ,48.08,CALABRIA
San Vito sullo Ionio  ,47.69,CALABRIA
Santa Caterina dello Ionio  ,43.23,CALABRIA
Sant'Andrea Apostolo dello Ionio  ,48.79,CALABRIA
Satriano  ,50.13,CALABRIA
Sellia  ,39.74,CALABRIA
Sellia Marina  ,50.33,CALABRIA
Serrastretta  ,53.03,CALABRIA
Sersale  ,48.10,CALABRIA
Settingiano  ,59.02,CALABRIA
Simeri Crichi  ,48.38,CALABRIA
Sorbo San Basile  ,45.84,CALABRIA
Soverato  ,53.97,CALABRIA
Soveria Mannelli  ,53.61,CALABRIA
Soveria Simeri  ,47.97,CALABRIA
Squillace  ,49.91,CALABRIA
Stalettì  ,46.55,CALABRIA
Taverna  ,43.32,CALABRIA
Tiriolo  ,48.55,CALABRIA
Torre di Ruggiero  ,37.71,CALABRIA
Vallefiorita  ,43.64,CALABRIA
Zagarise  ,49.85,CALABRIA
Africo  ,54.81,CALABRIA
Agnana Calabra  ,48.87,CALABRIA
Anoia  ,47.46,CALABRIA
Antonimina  ,52.85,CALABRIA
Ardore  ,51.70,CALABRIA
Bagaladi  ,44.55,CALABRIA
Bagnara Calabra  ,40.96,CALABRIA
Benestare  ,49.37,CALABRIA
Bianco  ,50.75,CALABRIA
Bivongi  ,48.86,CALABRIA
Bova  ,60.58,CALABRIA
Bova Marina  ,48.54,CALABRIA
Bovalino  ,52.91,CALABRIA
Brancaleone  ,47.24,CALABRIA
Bruzzano Zeffirio  ,49.76,CALABRIA
Calanna  ,44.09,CALABRIA
Camini  ,40.92,CALABRIA
Campo Calabro  ,51.21,CALABRIA
Candidoni  ,46.20,CALABRIA
Canolo  ,55.84,CALABRIA
Caraffa del Bianco  ,60.14,CALABRIA
Cardeto  ,40.70,CALABRIA
Careri  ,54.46,CALABRIA
Casignana  ,49.90,CALABRIA
Caulonia  ,43.58,CALABRIA
Ciminà  ,55.16,CALABRIA
Cinquefrondi  ,46.72,CALABRIA
Cittanova  ,50.13,CALABRIA
Condofuri  ,47.05,CALABRIA
Cosoleto  ,46.29,CALABRIA
Delianuova  ,51.19,CALABRIA
Feroleto della Chiesa  ,42.28,CALABRIA
Ferruzzano  ,51.46,CALABRIA
Fiumara  ,44.52,CALABRIA
Galatro  ,45.93,CALABRIA
Gerace  ,53.76,CALABRIA
Giffone  ,33.23,CALABRIA
Gioia Tauro  ,45.57,CALABRIA
Gioiosa Ionica  ,44.69,CALABRIA
Grotteria  ,41.77,CALABRIA
Laganadi  ,40.46,CALABRIA
Laureana di Borrello  ,43.67,CALABRIA
Locri  ,53.94,CALABRIA
Mammola  ,46.87,CALABRIA
Marina di Gioiosa Ionica  ,48.63,CALABRIA
Maropati  ,46.41,CALABRIA
Martone  ,44.79,CALABRIA
Melicuccà  ,51.49,CALABRIA
Melicucco  ,49.41,CALABRIA
Melito di Porto Salvo  ,48.19,CALABRIA
Molochio  ,47.74,CALABRIA
Monasterace  ,45.37,CALABRIA
Montebello Jonico  ,41.96,CALABRIA
Motta San Giovanni  ,49.06,CALABRIA
Oppido Mamertina  ,50.36,CALABRIA
Palizzi  ,41.15,CALABRIA
Palmi  ,49.20,CALABRIA
Pazzano  ,58.97,CALABRIA
Placanica  ,41.69,CALABRIA
Platì  ,43.33,CALABRIA
Polistena  ,49.50,CALABRIA
Portigliola  ,51.32,CALABRIA
Reggio di Calabria  ,51.38,CALABRIA
Riace  ,40.67,CALABRIA
Rizziconi  ,51.93,CALABRIA
Roccaforte del Greco  ,42.23,CALABRIA
Roccella Ionica  ,51.20,CALABRIA
Roghudi  ,44.28,CALABRIA
Rosarno  ,44.42,CALABRIA
Samo  ,63.47,CALABRIA
San Ferdinando  ,37.41,CALABRIA
San Giorgio Morgeto  ,46.49,CALABRIA
San Giovanni di Gerace  ,40.16,CALABRIA
San Lorenzo  ,43.30,CALABRIA
San Luca  ,44.88,CALABRIA
San Pietro di Caridà  ,41.73,CALABRIA
San Procopio  ,52.71,CALABRIA
San Roberto  ,40.99,CALABRIA
Santa Cristina d'Aspromonte  ,48.74,CALABRIA
Sant'Agata del Bianco  ,54.70,CALABRIA
Sant'Alessio in Aspromonte  ,44.75,CALABRIA
Sant'Eufemia d'Aspromonte  ,51.40,CALABRIA
Sant'Ilario dello Ionio  ,50.22,CALABRIA
Santo Stefano in Aspromonte  ,45.24,CALABRIA
Scido  ,41.73,CALABRIA
Scilla  ,45.92,CALABRIA
Seminara  ,50.45,CALABRIA
Serrata  ,45.52,CALABRIA
Siderno  ,48.87,CALABRIA
Sinopoli  ,51.43,CALABRIA
Staiti  ,48.09,CALABRIA
Stignano  ,42.72,CALABRIA
Stilo  ,50.90,CALABRIA
Taurianova  ,49.28,CALABRIA
Terranova Sappo Minulio  ,41.13,CALABRIA
Varapodio  ,54.31,CALABRIA
Villa San Giovanni  ,50.04,CALABRIA
Belvedere di Spinello  ,42.70,CALABRIA
Caccuri  ,51.75,CALABRIA
Carfizzi  ,56.68,CALABRIA
Casabona  ,53.83,CALABRIA
Castelsilano  ,53.53,CALABRIA
Cerenzia  ,50.55,CALABRIA
Cirò  ,45.43,CALABRIA
Cirò Marina  ,45.70,CALABRIA
Cotronei  ,52.75,CALABRIA
Crotone  ,48.57,CALABRIA
Crucoli  ,54.01,CALABRIA
Cutro  ,40.76,CALABRIA
Isola di Capo Rizzuto  ,38.09,CALABRIA
Melissa  ,48.37,CALABRIA
Mesoraca  ,51.09,CALABRIA
Pallagorio  ,56.54,CALABRIA
Petilia Policastro  ,51.59,CALABRIA
Rocca di Neto  ,46.15,CALABRIA
Roccabernarda  ,50.95,CALABRIA
San Mauro Marchesato  ,51.02,CALABRIA
San Nicola dell'Alto  ,51.72,CALABRIA
Santa Severina  ,46.74,CALABRIA
Savelli  ,51,CALABRIA
Scandale  ,42.91,CALABRIA
Strongoli  ,46.99,CALABRIA
Umbriatico  ,54.44,CALABRIA
Verzino  ,53.20,CALABRIA
Jonadi  ,56.07,CALABRIA
Acquaro  ,48.75,CALABRIA
Arena  ,49.34,CALABRIA
Briatico  ,41.24,CALABRIA
Brognaturo  ,40.57,CALABRIA
Capistrano  ,46.92,CALABRIA
Cessaniti  ,48.78,CALABRIA
Dasà  ,52.91,CALABRIA
Dinami  ,41.50,CALABRIA
Drapia  ,50.07,CALABRIA
Fabrizia  ,45.30,CALABRIA
Filadelfia  ,50.62,CALABRIA
Filandari  ,48.04,CALABRIA
Filogaso  ,45.73,CALABRIA
Francavilla Angitola  ,47.59,CALABRIA
Francica  ,51.17,CALABRIA
Gerocarne  ,51.46,CALABRIA
Joppolo  ,40.03,CALABRIA
Limbadi  ,46.16,CALABRIA
Maierato  ,57.14,CALABRIA
Mileto  ,51.82,CALABRIA
Mongiana  ,46.31,CALABRIA
Monterosso Calabro  ,55.10,CALABRIA
Nardodipace  ,34.57,CALABRIA
Nicotera  ,42.39,CALABRIA
Parghelia  ,46.91,CALABRIA
Pizzo  ,44.80,CALABRIA
Pizzoni  ,42.82,CALABRIA
Polia  ,43.07,CALABRIA
Ricadi  ,52.32,CALABRIA
Rombiolo  ,45.96,CALABRIA
San Calogero  ,48.77,CALABRIA
San Costantino Calabro  ,50,CALABRIA
San Gregorio d'Ippona  ,53.83,CALABRIA
San Nicola da Crissa  ,46.33,CALABRIA
Sant'Onofrio  ,51.82,CALABRIA
Serra San Bruno  ,46.54,CALABRIA
Simbario  ,48.02,CALABRIA
Sorianello  ,58.24,CALABRIA
Soriano Calabro  ,55.13,CALABRIA
Spadola  ,48.74,CALABRIA
Spilinga  ,54.37,CALABRIA
Stefanaconi  ,54.10,CALABRIA
Tropea  ,48.71,CALABRIA
Vallelonga  ,46.61,CALABRIA
Vazzano  ,56.16,CALABRIA
Vibo Valentia  ,52.31,CALABRIA
Zaccanopoli  ,42.76,CALABRIA
Zambrone  ,45.47,CALABRIA
Zungri  ,44.65,CALABRIA
Alcamo  ,51.33,SICILIA
Buseto Palizzolo  ,49.43,SICILIA
Calatafimi-Segesta  ,46.44,SICILIA
Campobello di Mazara  ,44.36,SICILIA
Castellammare del Golfo  ,48.29,SICILIA
Castelvetrano  ,46.56,SICILIA
Custonaci  ,47.87,SICILIA
Erice  ,49.85,SICILIA
Favignana  ,49.55,SICILIA
Gibellina  ,54.51,SICILIA
Marsala  ,47.83,SICILIA
Mazara del Vallo  ,44.11,SICILIA
Paceco  ,50.35,SICILIA
Pantelleria  ,51.47,SICILIA
Partanna  ,52.45,SICILIA
Petrosino  ,44.45,SICILIA
Poggioreale  ,49.07,SICILIA
Salaparuta  ,48.73,SICILIA
Salemi  ,47.86,SICILIA
San Vito Lo Capo  ,48.81,SICILIA
Santa Ninfa  ,50.66,SICILIA
Trapani  ,48.15,SICILIA
Valderice  ,51.73,SICILIA
Vita  ,48.87,SICILIA
Alia  ,40.16,SICILIA
Alimena  ,45.03,SICILIA
Aliminusa  ,41.52,SICILIA
Altavilla Milicia  ,45.64,SICILIA
Altofonte  ,46.06,SICILIA
Bagheria  ,39.56,SICILIA
Balestrate  ,40.73,SICILIA
Baucina  ,43.07,SICILIA
Belmonte Mezzagno  ,38.72,SICILIA
Bisacquino  ,48.24,SICILIA
Blufi  ,58.23,SICILIA
Bolognetta  ,42.45,SICILIA
Bompietro  ,50.76,SICILIA
Borgetto  ,40.62,SICILIA
Caccamo  ,44.41,SICILIA
Caltavuturo  ,48.48,SICILIA
Campofelice di Fitalia  ,47.06,SICILIA
Campofelice di Roccella  ,48.92,SICILIA
Campofiorito  ,42.80,SICILIA
Camporeale  ,46.21,SICILIA
Capaci  ,44.66,SICILIA
Carini  ,43.68,SICILIA
Castelbuono  ,52.39,SICILIA
Casteldaccia  ,43.81,SICILIA
Castellana Sicula  ,51.52,SICILIA
Castronovo di Sicilia  ,46.91,SICILIA
Cefalà Diana  ,46.43,SICILIA
Cefalù  ,53.03,SICILIA
Cerda  ,42.33,SICILIA
Chiusa Sclafani  ,48.45,SICILIA
Ciminna  ,40.32,SICILIA
Cinisi  ,44.80,SICILIA
Collesano  ,46.76,SICILIA
Contessa Entellina  ,48.23,SICILIA
Corleone  ,47.20,SICILIA
Ficarazzi  ,42.10,SICILIA
Geraci Siculo  ,53.64,SICILIA
Gangi  ,53.17,SICILIA
Giardinello  ,42.51,SICILIA
Giuliana  ,47.44,SICILIA
Godrano  ,43.85,SICILIA
Gratteri  ,44.13,SICILIA
Isnello  ,53.43,SICILIA
Isola delle Femmine  ,46.32,SICILIA
Lascari  ,49.80,SICILIA
Lercara Friddi  ,44.19,SICILIA
Marineo  ,44.12,SICILIA
Mezzojuso  ,45.79,SICILIA
Misilmeri  ,40.62,SICILIA
Monreale  ,44.81,SICILIA
Montelepre  ,44.17,SICILIA
Montemaggiore Belsito  ,46.74,SICILIA
Palazzo Adriano  ,49.17,SICILIA
Palermo  ,46.09,SICILIA
Partinico  ,43.62,SICILIA
Petralia Soprana  ,58.94,SICILIA
Petralia Sottana  ,57.40,SICILIA
Piana degli Albanesi  ,46.81,SICILIA
Polizzi Generosa  ,48.43,SICILIA
Pollina  ,48.50,SICILIA
Prizzi  ,46.30,SICILIA
Roccamena  ,46.73,SICILIA
Roccapalumba  ,43.55,SICILIA
San Cipirello  ,40.05,SICILIA
San Giuseppe Jato  ,39.32,SICILIA
San Mauro Castelverde  ,46.42,SICILIA
Santa Cristina Gela  ,48.11,SICILIA
Santa Flavia  ,42.15,SICILIA
Sciara  ,37.64,SICILIA
Scillato  ,47.18,SICILIA
Sclafani Bagni  ,51.29,SICILIA
Termini Imerese  ,44.25,SICILIA
Terrasini  ,42.45,SICILIA
Torretta  ,41.54,SICILIA
Trabia  ,40.87,SICILIA
Trappeto  ,43.22,SICILIA
Ustica  ,46.35,SICILIA
Valledolmo  ,45.34,SICILIA
Ventimiglia di Sicilia  ,39.84,SICILIA
Vicari  ,43.37,SICILIA
Villabate  ,39.08,SICILIA
Villafrati  ,45.39,SICILIA
Acquedolci  ,47.77,SICILIA
Alcara li Fusi  ,52.58,SICILIA
Alì  ,46.82,SICILIA
Alì Terme  ,53.04,SICILIA
Antillo  ,49.70,SICILIA
Barcellona Pozzo di Gotto  ,49.68,SICILIA
Basicò  ,44.09,SICILIA
Brolo  ,55.96,SICILIA
Capizzi  ,47.53,SICILIA
Capo d'Orlando  ,55.50,SICILIA
Capri Leone  ,52.37,SICILIA
Caronia  ,48.78,SICILIA
Casalvecchio Siculo  ,51,SICILIA
Castel di Lucio  ,49.31,SICILIA
Castell'Umberto  ,53.17,SICILIA
Castelmola  ,52.48,SICILIA
Castroreale  ,51.88,SICILIA
Cesarò  ,53.40,SICILIA
Condrò  ,46.54,SICILIA
Falcone  ,47.96,SICILIA
Ficarra  ,54.87,SICILIA
Fiumedinisi  ,50.33,SICILIA
Floresta  ,54.05,SICILIA
Fondachelli-Fantina  ,50.63,SICILIA
Forza d'Agrò  ,48.66,SICILIA
Francavilla di Sicilia  ,53.10,SICILIA
Frazzanò  ,55.96,SICILIA
Furci Siculo  ,53.56,SICILIA
Furnari  ,48.27,SICILIA
Gaggi  ,48.20,SICILIA
Galati Mamertino  ,50.76,SICILIA
Gallodoro  ,52.80,SICILIA
Giardini-Naxos  ,51.62,SICILIA
Gioiosa Marea  ,51.72,SICILIA
Graniti  ,43.40,SICILIA
Gualtieri Sicaminò  ,45.06,SICILIA
Itala  ,45.49,SICILIA
Leni  ,50.02,SICILIA
Letojanni  ,58.04,SICILIA
Librizzi  ,52.57,SICILIA
Limina  ,43.46,SICILIA
Lipari  ,49.34,SICILIA
Longi  ,59.02,SICILIA
Malfa  ,53.91,SICILIA
Malvagna  ,40.79,SICILIA
Mandanici  ,45.81,SICILIA
Mazzarrà Sant'Andrea  ,46.46,SICILIA
Merì  ,48.75,SICILIA
Messina  ,49.60,SICILIA
Milazzo  ,52.14,SICILIA
Militello Rosmarino  ,49.01,SICILIA
Mirto  ,52.59,SICILIA
Mistretta  ,50.43,SICILIA
Moio Alcantara  ,47.99,SICILIA
Monforte San Giorgio  ,47.73,SICILIA
Mongiuffi Melia  ,44.91,SICILIA
Montagnareale  ,52.06,SICILIA
Montalbano Elicona  ,51.67,SICILIA
Motta Camastra  ,49.15,SICILIA
Motta d'Affermo  ,45.29,SICILIA
Naso  ,49.75,SICILIA
Nizza di Sicilia  ,51.75,SICILIA
Novara di Sicilia  ,50.18,SICILIA
Oliveri  ,50.44,SICILIA
Pace del Mela  ,48.67,SICILIA
Pagliara  ,46.19,SICILIA
Patti  ,51.94,SICILIA
Pettineo  ,47.38,SICILIA
Piraino  ,54.38,SICILIA
Raccuja  ,53.11,SICILIA
Reitano  ,44.04,SICILIA
Roccafiorita  ,44.45,SICILIA
Roccalumera  ,53.59,SICILIA
Roccavaldina  ,46.85,SICILIA
Roccella Valdemone  ,48.73,SICILIA
Rodì Milici  ,51.26,SICILIA
Rometta  ,50.21,SICILIA
San Filippo del Mela  ,50.22,SICILIA
San Fratello  ,43.37,SICILIA
San Marco d'Alunzio  ,57.31,SICILIA
San Pier Niceto  ,44.04,SICILIA
San Piero Patti  ,50.07,SICILIA
San Salvatore di Fitalia  ,49.36,SICILIA
San Teodoro  ,54.64,SICILIA
Santa Domenica Vittoria  ,55.70,SICILIA
Santa Lucia del Mela  ,50.22,SICILIA
Santa Marina Salina  ,49.25,SICILIA
Santa Teresa di Riva  ,54.47,SICILIA
Sant'Agata di Militello  ,51.66,SICILIA
Sant'Alessio Siculo  ,55.06,SICILIA
Sant'Angelo di Brolo  ,53.84,SICILIA
Santo Stefano di Camastra  ,48.24,SICILIA
Saponara  ,47.39,SICILIA
Savoca  ,46.64,SICILIA
Spadafora  ,46.97,SICILIA
Scaletta Zanclea  ,46.42,SICILIA
Sinagra  ,56.50,SICILIA
Taormina  ,56.35,SICILIA
Terme Vigliatore  ,52.14,SICILIA
Torregrotta  ,49.04,SICILIA
Torrenova  ,52.39,SICILIA
Tortorici  ,56.27,SICILIA
Tripi  ,51.44,SICILIA
Tusa  ,49.30,SICILIA
Ucria  ,52.82,SICILIA
Valdina  ,47.54,SICILIA
Venetico  ,49.07,SICILIA
Villafranca Tirrena  ,49.18,SICILIA
Agrigento  ,49.12,SICILIA
Alessandria della Rocca  ,43.25,SICILIA
Aragona  ,50.74,SICILIA
Bivona  ,43.18,SICILIA
Burgio  ,49.61,SICILIA
Calamonaci  ,46.87,SICILIA
Caltabellotta  ,47.55,SICILIA
Campobello di Licata  ,45.74,SICILIA
Camastra  ,45.85,SICILIA
Cammarata  ,47.27,SICILIA
Canicattì  ,45.60,SICILIA
Casteltermini  ,43.06,SICILIA
Castrofilippo  ,42.78,SICILIA
Cattolica Eraclea  ,41.30,SICILIA
Cianciana  ,41.90,SICILIA
Comitini  ,49.73,SICILIA
Favara  ,44.43,SICILIA
Grotte  ,46.03,SICILIA
Joppolo Giancaxio  ,47.89,SICILIA
Lampedusa e Linosa  ,49.61,SICILIA
Licata  ,42.73,SICILIA
Lucca Sicula  ,56.29,SICILIA
Menfi  ,43.93,SICILIA
Montallegro  ,43.54,SICILIA
Montevago  ,44.71,SICILIA
Naro  ,45.12,SICILIA
Palma di Montechiaro  ,40.41,SICILIA
Porto Empedocle  ,41.09,SICILIA
Racalmuto  ,42.79,SICILIA
Raffadali  ,50.39,SICILIA
Ribera  ,45.92,SICILIA
Ravanusa  ,43.57,SICILIA
Realmonte  ,42.64,SICILIA
Sambuca di Sicilia  ,48.70,SICILIA
San Biagio Platani  ,42.29,SICILIA
San Giovanni Gemini  ,47.86,SICILIA
Santa Elisabetta  ,50.18,SICILIA
Santa Margherita di Belice  ,46.42,SICILIA
Sant'Angelo Muxaro  ,45.49,SICILIA
Santo Stefano Quisquina  ,45.72,SICILIA
Sciacca  ,47.35,SICILIA
Siculiana  ,44.22,SICILIA
Villafranca Sicula  ,49.27,SICILIA
Acquaviva Platani  ,46.30,SICILIA
Bompensiere  ,48.02,SICILIA
Butera  ,45.36,SICILIA
Caltanissetta  ,50.32,SICILIA
Campofranco  ,46.05,SICILIA
Delia  ,46.05,SICILIA
Gela  ,43.02,SICILIA
Marianopoli  ,44.32,SICILIA
Mazzarino  ,47.59,SICILIA
Milena  ,51.84,SICILIA
Montedoro  ,47.69,SICILIA
Mussomeli  ,50.96,SICILIA
Niscemi  ,38.83,SICILIA
Resuttano  ,47.42,SICILIA
Riesi  ,41.10,SICILIA
San Cataldo  ,49.92,SICILIA
Santa Caterina Villarmosa  ,45.95,SICILIA
Serradifalco  ,47.80,SICILIA
Sommatino  ,43.72,SICILIA
Sutera  ,47.16,SICILIA
Vallelunga Pratameno  ,42.16,SICILIA
Villalba  ,45.43,SICILIA
Agira  ,46.21,SICILIA
Aidone  ,44.07,SICILIA
Assoro  ,47.98,SICILIA
Barrafranca  ,45.50,SICILIA
Calascibetta  ,49.89,SICILIA
Catenanuova  ,44.78,SICILIA
Centuripe  ,46.96,SICILIA
Cerami  ,50.22,SICILIA
Enna  ,54.13,SICILIA
Gagliano Castelferrato  ,55.29,SICILIA
Leonforte  ,44.90,SICILIA
Nicosia  ,53.03,SICILIA
Nissoria  ,46.86,SICILIA
Piazza Armerina  ,47.86,SICILIA
Pietraperzia  ,44.17,SICILIA
Regalbuto  ,44.61,SICILIA
Sperlinga  ,51.61,SICILIA
Troina  ,52.22,SICILIA
Valguarnera Caropepe  ,46.70,SICILIA
Villarosa  ,46.59,SICILIA
Aci Bonaccorsi  ,52.39,SICILIA
Aci Castello  ,55.08,SICILIA
Aci Catena  ,46.81,SICILIA
Aci Sant'Antonio  ,48.99,SICILIA
Acireale  ,48.78,SICILIA
Adrano  ,36.71,SICILIA
Belpasso  ,47.69,SICILIA
Biancavilla  ,39.80,SICILIA
Bronte  ,49.66,SICILIA
Calatabiano  ,45.69,SICILIA
Caltagirone  ,47.22,SICILIA
Camporotondo Etneo  ,52,SICILIA
Castel di Iudica  ,40.95,SICILIA
Castiglione di Sicilia  ,50.33,SICILIA
Catania  ,46.17,SICILIA
Fiumefreddo di Sicilia  ,46.19,SICILIA
Giarre  ,48.98,SICILIA
Grammichele  ,44.59,SICILIA
Gravina di Catania  ,52.95,SICILIA
Licodia Eubea  ,44.65,SICILIA
Linguaglossa  ,52.53,SICILIA
Maletto  ,45.01,SICILIA
Maniace  ,54.63,SICILIA
Mascali  ,47.48,SICILIA
Mascalucia  ,51.52,SICILIA
Mazzarrone  ,52.03,SICILIA
Militello in Val di Catania  ,38.36,SICILIA
Milo  ,49.60,SICILIA
Mineo  ,41.10,SICILIA
Mirabella Imbaccari  ,41.51,SICILIA
Misterbianco  ,45.78,SICILIA
Motta Sant'Anastasia  ,51.37,SICILIA
Nicolosi  ,52.18,SICILIA
Palagonia  ,33.58,SICILIA
Paternò  ,43.12,SICILIA
Pedara  ,52.84,SICILIA
Piedimonte Etneo  ,48.94,SICILIA
Raddusa  ,46,SICILIA
Ragalna  ,54.51,SICILIA
Ramacca  ,39.09,SICILIA
Randazzo  ,51.81,SICILIA
Riposto  ,46.29,SICILIA
San Cono  ,43.68,SICILIA
San Giovanni la Punta  ,53.74,SICILIA
San Gregorio di Catania  ,58.26,SICILIA
San Michele di Ganzaria  ,42.34,SICILIA
San Pietro Clarenza  ,51.51,SICILIA
Santa Maria di Licodia  ,42.43,SICILIA
Santa Venerina  ,45.82,SICILIA
Sant'Agata li Battiati  ,56.84,SICILIA
Sant'Alfio  ,46.83,SICILIA
Scordia  ,39.20,SICILIA
Trecastagni  ,52.99,SICILIA
Tremestieri Etneo  ,54.93,SICILIA
Valverde  ,53.07,SICILIA
Viagrande  ,52.66,SICILIA
Vizzini  ,44.88,SICILIA
Zafferana Etnea  ,48.53,SICILIA
Acate  ,43.65,SICILIA
Chiaramonte Gulfi  ,53.89,SICILIA
Comiso  ,48.94,SICILIA
Giarratana  ,56.91,SICILIA
Ispica  ,51.60,SICILIA
Modica  ,55.19,SICILIA
Monterosso Almo  ,56.56,SICILIA
Pozzallo  ,44.29,SICILIA
Ragusa  ,58.45,SICILIA
Santa Croce Camerina  ,52.48,SICILIA
Scicli  ,50.75,SICILIA
Vittoria  ,45.96,SICILIA
Augusta  ,48.81,SICILIA
Avola  ,43.72,SICILIA
Buccheri  ,51.85,SICILIA
Buscemi  ,46.35,SICILIA
Canicattini Bagni  ,47.31,SICILIA
Carlentini  ,49.05,SICILIA
Cassaro  ,45.16,SICILIA
Ferla  ,52.82,SICILIA
Floridia  ,44.08,SICILIA
Francofonte  ,35.05,SICILIA
Lentini  ,41.26,SICILIA
Melilli  ,47.48,SICILIA
Noto  ,46.52,SICILIA
Pachino  ,44.43,SICILIA
Palazzolo Acreide  ,51.45,SICILIA
Portopalo di Capo Passero  ,43.78,SICILIA
Priolo Gargallo  ,45.61,SICILIA
Rosolini  ,48.45,SICILIA
Siracusa  ,50.50,SICILIA
Solarino  ,45.04,SICILIA
Sortino  ,48.86,SICILIA
Aggius  ,60.10,SARDEGNA
Aglientu  ,57.63,SARDEGNA
Alà dei Sardi  ,53.32,SARDEGNA
Alghero  ,56.64,SARDEGNA
Anela  ,62.77,SARDEGNA
Ardara  ,56.60,SARDEGNA
Arzachena  ,57.01,SARDEGNA
Badesi  ,52.23,SARDEGNA
Banari  ,51.51,SARDEGNA
Benetutti  ,57.78,SARDEGNA
Berchidda  ,62.39,SARDEGNA
Bessude  ,60.39,SARDEGNA
Bonnanaro  ,54.32,SARDEGNA
Bono  ,52.60,SARDEGNA
Bonorva  ,56.11,SARDEGNA
Bortigiadas  ,57.55,SARDEGNA
Borutta  ,59.72,SARDEGNA
Bottidda  ,57.08,SARDEGNA
Buddusò  ,54,SARDEGNA
Budoni  ,54.43,SARDEGNA
Bultei  ,59.12,SARDEGNA
Bulzi  ,48.95,SARDEGNA
Burgos  ,57.94,SARDEGNA
Calangianus  ,57.09,SARDEGNA
Cargeghe  ,54.10,SARDEGNA
Castelsardo  ,54.30,SARDEGNA
Cheremule  ,65.03,SARDEGNA
Chiaramonti  ,61.03,SARDEGNA
Codrongianos  ,60.51,SARDEGNA
Cossoine  ,54.87,SARDEGNA
Erula  ,55.17,SARDEGNA
Esporlatu  ,52.03,SARDEGNA
Florinas  ,53.23,SARDEGNA
Giave  ,54.74,SARDEGNA
Golfo Aranci  ,56.83,SARDEGNA
Illorai  ,51.78,SARDEGNA
Ittireddu  ,60.07,SARDEGNA
Ittiri  ,57.85,SARDEGNA
La Maddalena  ,56.49,SARDEGNA
Laerru  ,52.07,SARDEGNA
Loiri Porto San Paolo  ,60.16,SARDEGNA
