CIRC-REG,COMUNE,ELETTORITOT,ELETTORIM,VOTANTITOT,VOTANTIM,SKBIANCHE,LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,+EUROPA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,MOVIMENTO 5 STELLE,AZIONE - ITALIA VIVA - CALENDA,ITALEXIT PER L'ITALIA,UNIONE POPOLARE CON DE MAGISTRIS,ITALIA SOVRANA E POPOLARE,VITA,FRATELLI D'ITALIA CON GIORGIA MELONI,MASTELLA NOI DI CENTRO EUROPEISTI,ALTERNATIVA PER L'ITALIA - NO GREEN PASS,FREE,SUD CHIAMA NORD,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO,PARTITO COMUNISTA ITALIANO,PARTITO DELLA FOLLIA CREATIVA,FORZA DEL POPOLO,SUDTIROLER VOLKSPARTEI (SVP) - PATT,centre_right_coalition,centre_left_coalition,centre_right_coalition_perc,centre_left_coalition_perc
LAZIO 1,MONTE PORZIO CATONE,6884,3270,5087,2458,35,189,268,25,1062,244,173,18,607,473,81,69,53,29,1512,0,0,0,0,0,0,6,0,0,1994,1497,39.19795557302929,29.427953607234127
LAZIO 1,NEMI,1498,745,1083,549,9,35,104,2,206,42,23,7,178,82,20,22,10,8,296,0,0,0,0,0,0,2,0,0,437,278,40.35087719298245,25.669436749769158
LAZIO 1,NETTUNO,37560,18075,21888,10830,125,1483,2090,73,2756,507,358,115,3653,1072,608,273,251,118,7040,0,0,0,0,0,0,23,0,0,10686,3736,48.82127192982456,17.068713450292396
LAZIO 1,ROCCA DI PAPA,12894,6473,8074,4074,465,400,418,24,1057,274,160,54,1037,450,129,130,133,42,2720,0,0,0,0,0,0,9,0,0,3562,1545,44.116918503839486,19.135496655932624
LAZIO 1,ROCCA PRIORA,9365,4699,6135,3116,49,340,396,20,802,387,101,26,852,390,110,56,80,51,2199,0,0,0,0,0,0,5,0,0,2955,1316,48.16625916870416,21.45069274653627
LAZIO 1,VELLETRI,40480,19413,26369,13036,254,2589,2204,71,3737,747,619,111,3277,1399,434,267,270,125,8899,0,0,0,0,0,0,28,0,0,13763,5214,52.19386400697788,19.77321855208768
LAZIO 1,AFFILE,1220,600,825,427,13,71,31,13,134,20,16,4,62,24,14,9,9,6,362,0,0,0,0,0,0,0,0,0,477,174,57.81818181818181,21.09090909090909
LAZIO 1,AGOSTA,1338,665,890,453,11,120,86,1,147,19,8,9,106,18,11,3,7,4,299,0,0,0,0,0,0,0,0,0,506,183,56.853932584269664,20.56179775280899
LAZIO 1,ANTICOLI CORRADO,673,334,441,226,7,27,18,0,96,13,4,1,44,20,4,3,8,0,166,0,0,0,0,0,0,0,0,0,211,114,47.84580498866213,25.850340136054424
LAZIO 1,ARCINAZZO ROMANO,1111,551,680,362,33,49,34,21,105,13,9,3,66,28,7,7,9,5,268,0,0,0,0,0,0,0,0,0,372,130,54.70588235294118,19.11764705882353
LAZIO 1,ARSOLI,1164,554,750,374,7,41,36,0,131,18,17,4,102,45,12,18,17,11,251,0,0,0,0,0,0,0,0,0,328,170,43.733333333333334,22.666666666666664
LAZIO 1,ARTENA,10647,5234,6615,3404,77,520,571,10,829,133,108,35,1049,296,66,57,82,30,2464,0,0,0,0,0,0,6,0,0,3565,1105,53.892668178382465,16.70445956160242
LAZIO 1,BELLEGRA,2252,1108,1574,803,23,117,109,7,227,30,12,7,177,42,13,15,20,4,701,0,0,0,0,0,0,0,0,0,934,276,59.339263024142305,17.53494282083863
LAZIO 1,CAMERATA NUOVA,350,180,239,130,1,31,25,0,35,6,8,1,27,7,2,4,8,1,76,0,0,0,0,0,0,0,0,0,132,50,55.23012552301255,20.920502092050206
LAZIO 1,CANTERANO,313,166,166,88,2,7,11,0,45,3,2,1,17,12,1,2,4,1,49,0,0,0,0,0,0,0,0,0,67,51,40.36144578313253,30.72289156626506
LAZIO 1,CAPRANICA PRENESTINA,250,134,171,94,4,3,15,3,54,1,1,0,11,5,5,3,3,0,60,0,0,0,0,0,0,0,0,0,81,56,47.368421052631575,32.748538011695906
LAZIO 1,CARPINETO ROMANO,3385,1639,2267,1162,37,105,85,10,586,53,41,16,464,96,30,44,31,3,518,0,0,0,0,0,0,2,0,0,718,696,31.671812968681078,30.70136744596383
LAZIO 1,CASAPE,488,239,304,157,11,25,15,0,36,9,4,1,42,19,6,1,4,1,110,0,0,0,0,0,0,0,0,0,150,50,49.34210526315789,16.447368421052634
LAZIO 1,CASTEL MADAMA,5494,2702,3749,1868,38,208,214,12,885,144,51,11,547,130,52,51,42,19,1182,0,0,0,0,0,0,2,0,0,1616,1091,43.1048279541211,29.101093624966655
LAZIO 1,CASTEL SAN PIETRO ROMANO,686,328,496,241,6,28,21,1,125,13,11,0,36,22,12,4,4,2,185,0,0,0,0,0,0,0,0,0,235,149,47.37903225806452,30.040322580645164
LAZIO 1,CAVE,8163,4021,5284,2640,56,584,389,16,675,96,94,26,674,247,91,60,64,17,1952,0,0,0,0,0,0,6,0,0,2941,891,55.65859197577593,16.86222558667676
LAZIO 1,CERRETO LAZIALE,842,415,626,315,14,26,28,1,236,23,2,0,54,25,1,6,6,2,171,0,0,0,0,0,0,0,0,0,226,261,36.102236421725244,41.69329073482428
LAZIO 1,CERVARA DI ROMA,371,211,202,117,1,21,9,0,53,2,3,1,27,10,6,6,3,1,53,0,0,0,0,0,0,0,0,0,83,59,41.089108910891085,29.207920792079207
LAZIO 1,CICILIANO,998,516,637,337,10,31,33,0,128,13,9,1,100,27,19,11,13,0,200,0,0,0,0,0,0,0,0,0,264,151,41.444270015698585,23.704866562009418
LAZIO 1,CINETO ROMANO,478,236,311,154,12,28,16,0,82,9,1,0,42,8,9,0,4,0,84,0,0,0,0,0,0,0,0,0,128,92,41.157556270096464,29.581993569131832
LAZIO 1,COLLEFERRO,16172,7689,10716,5278,191,580,693,17,2112,333,230,47,1904,563,143,132,89,50,3111,0,0,0,0,0,0,13,0,0,4401,2722,41.06942889137738,25.401269130272492
LAZIO 1,COLONNA,3159,1519,2229,1075,10,118,153,6,536,79,48,9,253,111,21,30,20,9,722,0,0,0,0,0,0,4,0,0,999,672,44.818304172274566,30.148048452220728
LAZIO 1,FONTE NUOVA,22649,10900,13579,6661,147,779,985,36,1803,362,313,72,2133,633,240,155,188,92,4900,0,0,0,0,0,0,23,0,0,6700,2550,49.34089402754253,18.778996980631856
LAZIO 1,GALLICANO NEL LAZIO,4748,2360,2900,1453,26,242,210,8,307,54,55,13,361,127,43,35,29,21,1223,0,0,0,0,0,0,3,0,0,1683,429,58.03448275862068,14.793103448275863
LAZIO 1,GAVIGNANO,1594,797,1091,562,25,79,79,0,200,25,21,4,192,33,11,5,10,3,355,0,0,0,0,0,0,2,0,0,513,250,47.02108157653529,22.9147571035747
LAZIO 1,GENAZZANO,4538,2269,2922,1500,45,175,177,5,654,160,69,8,418,113,29,47,44,12,797,0,0,0,0,0,0,5,0,0,1154,891,39.493497604380565,30.49281314168378
LAZIO 1,GERANO,944,480,579,310,7,43,36,0,130,7,7,6,60,20,12,9,3,2,199,0,0,0,0,0,0,0,0,0,278,150,48.01381692573403,25.906735751295333
LAZIO 1,GORGA,553,270,366,188,11,20,19,0,73,12,0,3,34,24,2,2,8,0,140,0,0,0,0,0,0,0,0,0,179,88,48.90710382513661,24.043715846994534
LAZIO 1,GUIDONIA MONTECELIO,64982,31729,40755,20330,332,2810,2465,217,6206,910,879,252,6166,2035,685,536,452,181,13873,0,0,0,0,0,0,53,0,0,19365,8247,47.515642252484355,20.235553919764445
LAZIO 1,JENNE,304,153,205,110,3,7,80,0,20,4,0,2,12,6,4,0,2,1,57,0,0,0,0,0,0,0,0,0,144,26,70.24390243902438,12.682926829268293
LAZIO 1,LABICO,4773,2330,3036,1500,30,185,192,5,457,82,63,14,494,92,57,49,42,15,1104,0,0,0,0,0,0,4,0,0,1486,616,48.94598155467721,20.28985507246377
LAZIO 1,LICENZA,681,338,436,231,4,30,33,1,89,4,2,3,61,8,8,4,3,1,152,0,0,0,0,0,0,1,0,0,216,98,49.54128440366973,22.477064220183486
LAZIO 1,MANDELA,729,362,492,250,7,29,24,2,101,35,11,5,64,25,3,10,1,0,159,0,0,0,0,0,0,1,0,0,214,152,43.49593495934959,30.89430894308943
LAZIO 1,MARANO EQUO,613,325,436,229,11,21,12,0,164,6,0,2,46,11,9,3,4,2,121,0,0,0,0,0,0,0,0,0,154,172,35.321100917431195,39.44954128440367
LAZIO 1,MARCELLINA,4889,2433,2871,1471,40,227,208,4,310,65,49,13,417,106,72,39,31,5,1191,0,0,0,0,0,0,4,0,0,1630,437,56.774642981539536,15.221177290142807
LAZIO 1,MENTANA,16208,7781,10225,5019,102,618,768,25,1401,263,210,44,1765,499,193,135,141,55,3451,0,0,0,0,0,0,14,0,0,4862,1918,47.55012224938876,18.75794621026895
LAZIO 1,MONTELANICO,1600,789,1020,531,22,50,75,3,172,29,22,2,183,33,17,18,4,0,336,0,0,0,0,0,0,0,0,0,464,225,45.490196078431374,22.058823529411764
LAZIO 1,OLEVANO ROMANO,5078,2482,3531,1780,80,273,201,12,722,102,56,9,447,154,51,41,31,18,1164,0,0,0,0,0,0,4,0,0,1650,889,46.728971962616825,25.17700368167658
LAZIO 1,PALESTRINA,16488,8010,10890,5400,97,1041,765,32,1639,259,220,41,1357,558,154,101,124,35,3771,0,0,0,0,0,0,14,0,0,5609,2159,51.50596877869605,19.82552800734619
LAZIO 1,PERCILE,177,95,115,63,4,3,12,0,26,4,2,3,15,7,3,0,2,0,27,0,0,0,0,0,0,0,0,0,42,35,36.52173913043478,30.434782608695656
LAZIO 1,PISONIANO,524,277,353,185,6,19,23,0,53,2,3,0,35,40,6,1,6,0,140,0,0,0,0,0,0,0,0,0,182,58,51.55807365439094,16.43059490084986
LAZIO 1,POLI,1718,838,1042,525,16,98,63,2,252,21,4,13,94,32,16,12,6,1,358,0,0,0,0,0,0,1,0,0,521,290,50,27.83109404990403
LAZIO 1,RIOFREDDO,562,272,388,192,12,27,10,0,83,16,15,1,53,9,3,15,5,0,124,0,0,0,0,0,0,0,0,0,161,115,41.49484536082475,29.63917525773196
LAZIO 1,ROCCA CANTERANO,166,93,102,63,3,4,2,0,24,1,1,0,16,3,1,0,1,0,37,0,0,0,0,0,0,0,0,0,43,26,42.15686274509804,25.49019607843137
LAZIO 1,ROCCA DI CAVE,300,161,199,106,1,10,18,2,51,2,1,0,24,2,0,3,1,1,79,0,0,0,0,0,0,0,0,0,109,54,54.773869346733676,27.1356783919598
LAZIO 1,ROCCAGIOVINE,207,104,152,82,5,4,6,0,46,1,0,0,22,5,3,0,3,1,49,0,0,0,0,0,0,0,0,0,59,47,38.81578947368421,30.92105263157895
LAZIO 1,ROCCA SANTO STEFANO,735,377,485,261,9,32,53,0,97,4,4,2,56,23,1,7,3,3,162,0,0,0,0,0,0,0,0,0,247,107,50.92783505154639,22.061855670103093
LAZIO 1,ROIATE,569,283,383,191,13,70,29,1,66,4,6,3,34,18,2,3,1,1,121,0,0,0,0,0,0,1,0,0,221,79,57.702349869451695,20.626631853785902
LAZIO 1,ROVIANO,1002,479,707,353,13,33,23,4,166,45,9,5,135,25,11,12,8,2,173,0,0,0,0,0,0,0,0,0,233,225,32.95615275813296,31.824611032531823
LAZIO 1,SAMBUCI,667,337,479,248,2,22,122,1,89,15,8,1,64,4,14,9,2,1,106,0,0,0,0,0,0,1,0,0,251,113,52.4008350730689,23.59081419624217
LAZIO 1,SAN CESAREO,11324,5563,7233,3576,63,519,593,20,871,148,154,45,1073,239,134,69,99,43,2837,0,0,0,0,0,0,9,0,0,3969,1218,54.873496474491915,16.83948569058482
LAZIO 1,SAN GREGORIO DA SASSOLA,1200,605,847,441,14,62,44,0,205,18,14,2,81,25,7,5,9,2,318,0,0,0,0,0,0,1,0,0,424,239,50.0590318772137,28.217237308146398
LAZIO 1,SAN POLO DEI CAVALIERI,2096,1092,1285,682,11,68,80,1,147,27,14,4,183,53,17,13,28,3,564,0,0,0,0,0,0,0,0,0,713,192,55.4863813229572,14.941634241245136
LAZIO 1,SAN VITO ROMANO,2448,1198,1724,881,29,92,91,11,362,34,32,6,202,84,64,14,32,9,557,0,0,0,0,0,0,4,0,0,751,434,43.561484918793504,25.17401392111369
LAZIO 1,SARACINESCO,138,77,87,51,0,4,1,0,35,2,1,0,7,11,1,0,0,0,25,0,0,0,0,0,0,0,0,0,30,38,34.48275862068966,43.67816091954023
LAZIO 1,SEGNI,7257,3563,4558,2335,55,301,254,15,881,129,94,35,847,258,48,39,33,7,1239,0,0,0,0,0,0,9,0,0,1809,1139,39.68845985081176,24.98903027643703
LAZIO 1,SUBIACO,6943,3399,4554,2319,51,243,243,11,769,112,74,32,503,235,53,51,54,39,1874,0,0,0,0,0,0,3,0,0,2371,987,52.06411945542381,21.673254281949934
LAZIO 1,TIVOLI,40630,19476,25909,12772,237,1666,1375,69,5085,673,507,128,3881,1255,406,410,283,113,8018,0,0,0,0,0,0,28,0,0,11128,6393,42.95032614149523,24.674823420433054
LAZIO 1,VALLEPIETRA,222,109,156,77,5,13,23,13,30,1,3,1,2,2,0,0,0,2,59,0,0,0,0,0,0,0,0,0,108,35,69.23076923076923,22.435897435897438
LAZIO 1,VALLINFREDA,241,125,146,76,5,6,1,0,43,5,2,0,33,5,0,3,1,0,30,0,0,0,0,0,0,0,0,0,37,50,25.34246575342466,34.24657534246575
LAZIO 1,VALMONTONE,11694,5675,7535,3748,91,572,753,18,1161,145,117,37,1100,372,89,72,64,16,2602,0,0,0,0,0,0,2,0,0,3945,1460,52.35567352355673,19.376244193762442
LAZIO 1,VICOVARO,2831,1385,1797,914,16,206,141,3,353,36,24,11,233,49,19,44,13,6,560,0,0,0,0,0,0,5,0,0,910,424,50.63995548135782,23.594880356149137
LAZIO 1,VIVARO ROMANO,145,83,89,52,1,8,8,0,9,3,4,1,23,4,2,0,1,1,20,0,0,0,0,0,0,0,0,0,36,17,40.44943820224719,19.101123595505616
LAZIO 1,ZAGAROLO,13355,6700,8265,4130,72,715,508,30,1350,256,173,36,1224,277,121,120,119,45,2792,0,0,0,0,0,0,9,0,0,4045,1815,48.941318814277075,21.960072595281307
LAZIO 1,POMEZIA,47094,23197,29212,14562,280,1713,1977,171,3821,792,668,178,5958,1386,500,353,393,166,9087,0,59,0,0,0,0,0,0,0,12948,5459,44.324250308092566,18.687525674380392
LAZIO 1,ROMA,308861,146287,199439,96052,1231,8272,8542,847,39508,7904,6270,978,29645,18179,3199,3048,2627,1196,55843,0,402,0,0,0,0,0,0,0,73504,54660,36.855379339046024,27.406876287987807
LAZIO 1,FIUMICINO,59480,29357,35329,17526,273,2210,2258,113,4912,1119,913,164,5788,2057,889,442,426,286,11489,0,67,0,0,0,0,0,0,0,16070,7108,45.48671063432308,20.11944861162218
LAZIO 1,ROMA,216414,99989,141371,66543,892,5698,5679,575,33000,6757,5717,625,17588,12879,1698,2442,1787,671,36599,0,251,0,0,0,0,0,0,0,48551,46099,34.34296991603652,32.608526501191896
LAZIO 1,ROMA,342671,159375,222878,105819,1477,9908,11762,1200,43538,8131,7631,898,25399,23814,2894,2834,2484,1037,65950,0,365,0,0,0,0,0,0,0,88820,60198,39.851398522958746,27.00939527454482
LAZIO 2,ALLUMIERE,3087,1520,2249,1129,45,126,147,10,365,74,19,14,469,108,37,47,20,0,652,0,0,0,0,0,0,0,0,0,935,472,41.57403290351267,20.987105380168963
LAZIO 2,CERVETERI,29645,14570,18555,9241,172,1050,1346,73,2694,586,357,75,2587,799,468,235,311,0,6446,0,0,0,0,0,0,0,0,0,8915,3712,48.04634869307464,20.005389382915656
LAZIO 2,CIVITAVECCHIA,41461,19743,24799,12260,243,1816,2029,81,4014,751,480,114,4441,1418,602,688,528,0,6383,0,0,0,0,0,0,0,0,0,10309,5359,41.57022460583088,21.60974232831969
LAZIO 2,LADISPOLI,29336,14116,17597,8631,189,1271,1361,105,2242,518,374,89,2714,789,433,223,271,0,5925,0,0,0,0,0,0,0,0,0,8662,3223,49.22429959652214,18.315621981019493
LAZIO 2,SANTA MARINELLA,14655,7152,8951,4444,99,530,691,32,1225,261,220,30,1295,585,253,202,143,0,2954,0,0,0,0,0,0,0,0,0,4207,1736,47.0003351580829,19.394481063568318
LAZIO 2,TOLFA,3847,1951,2614,1300,38,149,337,17,354,63,35,4,341,148,55,72,31,0,794,0,0,0,0,0,0,0,0,0,1297,456,49.61744452945677,17.44452945677123
LAZIO 2,ACQUAPENDENTE,4226,2051,3045,1544,47,292,153,13,681,72,47,13,273,226,49,21,51,0,959,0,0,0,0,0,0,0,0,0,1417,813,46.53530377668309,26.699507389162562
LAZIO 2,ARLENA DI CASTRO,637,320,478,240,9,30,30,3,69,6,6,1,49,60,8,3,5,0,161,0,0,0,0,0,0,0,0,0,224,82,46.86192468619247,17.154811715481173
LAZIO 2,BAGNOREGIO,2772,1374,1976,1004,37,171,124,11,276,43,36,7,179,118,28,26,30,0,773,0,0,0,0,0,0,0,0,0,1079,362,54.60526315789473,18.31983805668016
LAZIO 2,BARBARANO ROMANO,822,413,609,318,10,47,55,4,94,11,9,3,80,28,16,9,10,0,208,0,0,0,0,0,0,0,0,0,314,117,51.55993431855501,19.21182266009852
LAZIO 2,BASSANO IN TEVERINA,999,497,683,348,11,71,47,2,112,17,7,3,81,22,17,13,10,0,199,0,0,0,0,0,0,0,0,0,319,139,46.705710102489014,20.351390922401173
LAZIO 2,BASSANO ROMANO,3645,1819,2376,1206,37,167,168,12,281,128,38,16,270,118,51,84,32,0,876,0,0,0,0,0,0,0,0,0,1223,463,51.47306397306397,19.486531986531986
LAZIO 2,BLERA,2429,1192,1692,840,26,135,162,6,282,35,35,5,153,86,26,21,23,0,611,0,0,0,0,0,0,0,0,0,914,357,54.018912529550825,21.099290780141843
LAZIO 2,BOLSENA,3358,1633,1995,1003,25,120,230,19,279,58,39,8,192,104,65,33,37,0,665,0,0,0,0,0,0,0,0,0,1034,384,51.82957393483709,19.248120300751882
LAZIO 2,BOMARZO,1344,674,942,473,12,68,56,6,143,17,8,6,113,71,15,9,15,0,358,0,0,0,0,0,0,0,0,0,488,174,51.80467091295117,18.471337579617835
LAZIO 2,CANEPINA,2357,1168,1814,920,23,70,85,3,813,13,22,5,143,37,18,24,12,0,465,0,0,0,0,0,0,0,0,0,623,853,34.34399117971334,47.023153252480704
LAZIO 2,CANINO,3818,1857,2580,1311,46,244,154,10,386,35,37,9,247,167,54,18,26,0,1030,0,0,0,0,0,0,0,0,0,1438,467,55.736434108527135,18.100775193798448
LAZIO 2,CAPODIMONTE,1422,708,983,505,16,62,82,3,146,15,12,4,98,45,32,12,10,0,386,0,0,0,0,0,0,0,0,0,533,177,54.221770091556465,18.006103763987795
LAZIO 2,CAPRANICA,4910,2421,3374,1704,48,191,173,11,688,75,55,12,472,173,92,47,38,0,1151,0,0,0,0,0,0,0,0,0,1526,830,45.22821576763486,24.599881446354473
LAZIO 2,CAPRAROLA,3961,1914,2747,1332,39,187,168,8,454,86,38,12,253,96,32,38,28,0,1193,0,0,0,0,0,0,0,0,0,1556,590,56.64361121223153,21.47797597378959
LAZIO 2,CASTIGLIONE IN TEVERINA,1676,821,1177,603,25,71,56,1,278,31,12,4,158,65,20,18,23,0,351,0,0,0,0,0,0,0,0,0,479,325,40.696686491079014,27.612574341546303
LAZIO 2,CELLENO,1048,507,763,391,4,67,56,1,160,18,13,2,85,41,12,14,13,0,255,0,0,0,0,0,0,0,0,0,379,193,49.67234600262123,25.29488859764089
LAZIO 2,CELLERE,911,447,569,285,9,50,49,1,89,9,7,3,90,31,6,6,5,0,191,0,0,0,0,0,0,0,0,0,291,108,51.14235500878734,18.98066783831283
LAZIO 2,CIVITELLA D'AGLIANO,1201,600,790,416,16,66,48,2,149,30,12,0,70,26,15,15,19,0,256,0,0,0,0,0,0,0,0,0,372,191,47.08860759493671,24.17721518987342
LAZIO 2,FARNESE,1208,580,743,369,16,51,43,4,147,16,5,2,97,42,23,21,11,0,216,0,0,0,0,0,0,0,0,0,314,170,42.261103633916555,22.88021534320323
LAZIO 2,GRADOLI,1045,525,681,356,6,53,28,2,160,25,15,4,67,32,13,11,8,0,215,0,0,0,0,0,0,0,0,0,298,204,43.75917767988253,29.955947136563875
LAZIO 2,GRAFFIGNANO,1767,861,1174,586,20,116,90,6,142,21,18,3,134,51,26,12,38,0,419,0,0,0,0,0,0,0,0,0,631,184,53.74787052810903,15.67291311754685
LAZIO 2,GROTTE DI CASTRO,1986,988,1369,704,28,112,109,3,166,23,35,13,111,51,15,1,12,0,522,0,0,0,0,0,0,0,0,0,746,237,54.49233016800584,17.311906501095688
LAZIO 2,ISCHIA DI CASTRO,1791,857,1206,601,28,126,96,7,139,17,6,4,117,44,30,9,10,0,514,0,0,0,0,0,0,0,0,0,743,166,61.60862354892206,13.764510779436154
LAZIO 2,LATERA,654,355,436,236,9,39,22,0,74,10,5,2,56,28,11,4,9,0,137,0,0,0,0,0,0,0,0,0,198,91,45.412844036697244,20.871559633027523
LAZIO 2,LUBRIANO,702,346,533,278,11,39,46,0,83,14,15,0,57,31,13,6,10,0,176,0,0,0,0,0,0,0,0,0,261,112,48.96810506566604,21.013133208255162
LAZIO 2,MARTA,2692,1309,1836,925,24,164,160,3,241,28,24,9,180,57,55,16,32,0,778,0,0,0,0,0,0,0,0,0,1105,302,60.18518518518518,16.44880174291939
LAZIO 2,MONTALTO DI CASTRO,6629,3251,4532,2313,82,299,349,21,634,62,79,15,512,303,119,26,48,0,1735,0,0,0,0,0,0,0,0,0,2404,790,53.045013239188,17.431597528684907
LAZIO 2,MONTEFIASCONE,10411,4997,7218,3602,104,561,632,26,834,221,101,20,834,418,120,58,82,0,2858,0,0,0,0,0,0,0,0,0,4077,1176,56.48379052369077,16.29260182876143
LAZIO 2,MONTE ROMANO,1483,735,1136,655,12,83,91,16,100,20,11,9,124,47,25,10,21,0,518,0,0,0,0,0,0,0,0,0,708,140,62.323943661971825,12.323943661971832
LAZIO 2,ONANO,761,360,471,236,9,39,37,2,109,9,3,3,48,14,1,0,14,0,152,0,0,0,0,0,0,0,0,0,230,124,48.832271762208066,26.326963906581742
LAZIO 2,ORIOLO ROMANO,2997,1507,2071,1055,36,106,106,13,416,88,47,7,307,91,38,74,38,0,608,0,0,0,0,0,0,0,0,0,833,558,40.222114920328345,26.94350555287301
LAZIO 2,ORTE,6264,3042,4260,2165,57,260,279,23,719,143,100,17,512,324,87,46,62,0,1398,0,0,0,0,0,0,0,0,0,1960,979,46.009389671361504,22.981220657276996
LAZIO 2,PIANSANO,1592,792,1157,587,29,73,100,10,155,26,22,7,101,70,19,17,17,0,452,0,0,0,0,0,0,0,0,0,635,210,54.883318928262746,18.150388936905788
LAZIO 2,PROCENO,424,213,285,153,14,16,34,0,47,3,3,0,32,16,5,3,16,0,70,0,0,0,0,0,0,0,0,0,120,53,42.10526315789473,18.596491228070175
LAZIO 2,RONCIGLIONE,6784,3327,4472,2250,62,363,383,33,585,115,72,26,533,261,92,61,69,0,1600,0,0,0,0,0,0,0,0,0,2379,798,53.19767441860465,17.844364937388193
LAZIO 2,SAN LORENZO NUOVO,1599,790,1126,580,23,81,84,7,131,24,12,10,123,86,31,5,17,0,427,0,0,0,0,0,0,0,0,0,599,177,53.197158081705155,15.719360568383658
LAZIO 2,SORIANO NEL CIMINO,6600,3260,4563,2303,71,295,311,17,764,124,82,22,538,249,67,79,62,0,1654,0,0,0,0,0,0,0,0,0,2277,992,49.90138067061144,21.740083278544816
LAZIO 2,SUTRI,5265,2621,3581,1803,28,206,285,20,465,110,74,12,512,263,93,59,51,0,1254,0,0,0,0,0,0,0,0,0,1765,661,49.28790840547333,18.458531136554036
LAZIO 2,TARQUINIA,13048,6304,8129,4081,93,445,515,165,1185,252,164,28,1144,437,170,94,165,0,2832,0,0,0,0,0,0,0,0,0,3957,1629,48.67757411735761,20.03936523557633
LAZIO 2,TESSENNANO,237,125,171,92,3,17,5,1,25,2,2,2,24,13,2,1,3,0,70,0,0,0,0,0,0,0,0,0,93,31,54.385964912280706,18.128654970760234
LAZIO 2,TUSCANIA,6368,3080,4375,2125,60,677,308,81,426,87,70,18,491,186,74,50,45,0,1622,0,0,0,0,0,0,0,0,0,2688,601,61.44,13.737142857142857
LAZIO 2,VALENTANO,2311,1111,1548,767,21,107,117,15,253,32,32,8,149,73,33,13,29,0,589,0,0,0,0,0,0,0,0,0,828,325,53.48837209302325,20.99483204134367
LAZIO 2,VASANELLO,3084,1528,2290,1139,50,167,154,10,365,40,35,6,168,85,12,10,12,0,886,0,0,0,0,0,0,0,0,0,1217,446,53.144104803493455,19.47598253275109
LAZIO 2,VEJANO,1779,886,1270,631,23,80,93,7,194,39,25,3,178,52,21,27,14,0,441,0,0,0,0,0,0,0,0,0,621,261,48.89763779527559,20.551181102362204
LAZIO 2,VETRALLA,10031,4837,7048,3494,96,485,568,19,727,207,149,38,843,338,123,100,118,0,2902,0,0,0,0,0,0,0,0,0,3974,1121,56.38479001135074,15.90522133938706
LAZIO 2,VILLA SAN GIOVANNI IN TUSCIA,922,468,684,354,5,38,32,0,187,13,9,2,55,32,8,6,11,0,267,0,0,0,0,0,0,0,0,0,337,211,49.26900584795322,30.84795321637427
LAZIO 2,VITERBO,51111,24449,35161,17393,361,2472,2169,130,4519,1082,760,133,3980,2476,688,478,527,0,12979,0,0,0,0,0,0,0,0,0,17750,6494,50.48206820056313,18.46932681095532
LAZIO 2,VITORCHIANO,4080,2019,2930,1443,30,171,205,11,344,78,60,12,416,196,46,34,37,0,1151,0,0,0,0,0,0,0,0,0,1538,494,52.491467576791806,16.860068259385667
LAZIO 2,ACCUMOLI,433,218,256,141,8,15,33,1,35,5,0,2,15,10,6,1,6,0,106,0,0,0,0,0,0,0,0,0,155,42,60.546875,16.40625
LAZIO 2,AMATRICE,1900,1002,1162,626,12,310,94,2,133,21,9,7,93,44,19,8,6,0,334,0,0,0,0,0,0,0,0,0,740,170,63.683304647160064,14.629948364888124
LAZIO 2,ANTRODOCO,1933,972,1421,742,22,102,276,2,208,32,19,8,145,58,15,6,16,0,442,0,0,0,0,0,0,0,0,0,822,267,57.84658691062632,18.789584799437016
LAZIO 2,ASCREA,177,98,120,71,1,16,3,0,23,1,1,0,9,10,3,1,2,0,49,0,0,0,0,0,0,0,0,0,68,25,56.666666666666664,20.833333333333336
LAZIO 2,BELMONTE IN SABINA,523,262,354,175,4,38,37,0,55,5,5,1,49,9,4,0,8,0,113,0,0,0,0,0,0,0,0,0,188,66,53.10734463276836,18.64406779661017
LAZIO 2,BORBONA,494,259,327,172,10,6,23,1,47,8,2,4,44,15,6,3,5,0,114,0,0,0,0,0,0,0,0,0,144,61,44.03669724770643,18.654434250764528
LAZIO 2,BORGO VELINO,791,385,618,312,9,30,120,2,96,10,9,7,76,23,8,6,5,0,187,0,0,0,0,0,0,0,0,0,339,122,54.85436893203883,19.741100323624593
LAZIO 2,BORGOROSE,3530,1839,2263,1205,49,506,180,10,215,43,39,12,264,61,23,27,29,0,687,0,0,0,0,0,0,0,0,0,1383,309,61.11356606274856,13.654441007512153
LAZIO 2,CANTALICE,2048,1012,1399,731,38,97,90,4,254,31,16,15,204,71,19,8,18,0,465,0,0,0,0,0,0,0,0,0,656,316,46.89063616869193,22.587562544674768
LAZIO 2,CANTALUPO IN SABINA,1364,664,872,430,13,54,64,1,209,31,19,9,120,22,12,15,10,0,246,0,0,0,0,0,0,0,0,0,365,268,41.857798165137616,30.73394495412844
