CIRC-REG,COMUNE,ELETTORITOT,ELETTORIM,VOTANTITOT,VOTANTIM,SKBIANCHE,LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,+EUROPA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,MOVIMENTO 5 STELLE,AZIONE - ITALIA VIVA - CALENDA,ITALEXIT PER L'ITALIA,UNIONE POPOLARE CON DE MAGISTRIS,ITALIA SOVRANA E POPOLARE,VITA,FRATELLI D'ITALIA CON GIORGIA MELONI,MASTELLA NOI DI CENTRO EUROPEISTI,ALTERNATIVA PER L'ITALIA - NO GREEN PASS,FREE,SUD CHIAMA NORD,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO,PARTITO COMUNISTA ITALIANO,PARTITO DELLA FOLLIA CREATIVA,FORZA DEL POPOLO,SUDTIROLER VOLKSPARTEI (SVP) - PATT,centre_right_coalition,centre_left_coalition,centre_right_coalition_perc,centre_left_coalition_perc
PIEMONTE 1,PRAROSTINO,1055,537,691,355,7,53,27,8,148,46,48,3,75,35,18,19,22,9,108,0,0,0,0,0,0,0,0,0,196,245,28.364688856729376,35.45586107091172
PIEMONTE 1,RIVALTA DI TORINO,16010,7892,11095,5526,97,881,774,57,2142,419,451,56,1495,777,260,169,165,125,2564,0,0,0,0,0,0,0,0,0,4276,3068,38.53988283010365,27.65209553853087
PIEMONTE 1,ROLETTO,1631,836,1140,573,15,96,70,6,209,51,48,6,98,92,25,14,23,16,290,0,0,0,0,0,0,0,0,0,462,314,40.526315789473685,27.54385964912281
PIEMONTE 1,RORA',198,112,133,73,4,8,7,1,22,15,6,1,9,5,4,4,2,2,29,0,0,0,0,0,0,0,0,0,45,44,33.83458646616541,33.08270676691729
PIEMONTE 1,ROURE,676,330,460,229,7,94,37,1,61,9,10,0,29,26,8,12,8,0,119,0,0,0,0,0,0,0,0,0,251,80,54.565217391304344,17.391304347826086
PIEMONTE 1,RUBIANA,1930,963,1245,626,14,90,79,8,178,62,46,6,164,77,41,35,44,18,273,0,0,0,0,0,0,0,0,0,450,292,36.144578313253014,23.453815261044177
PIEMONTE 1,SALBERTRAND,437,230,308,169,1,26,19,1,36,13,9,2,44,22,8,8,3,2,94,0,0,0,0,0,0,0,0,0,140,60,45.45454545454545,19.480519480519483
PIEMONTE 1,SALZA DI PINEROLO,60,39,35,24,0,5,7,0,6,2,1,0,3,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,17,9,48.57142857142857,25.71428571428571
PIEMONTE 1,SAN DIDERO,434,218,287,145,5,27,19,0,30,12,5,0,42,14,14,11,2,1,59,0,0,0,0,0,0,0,0,0,105,47,36.58536585365854,16.376306620209057
PIEMONTE 1,SAN GERMANO CHISONE,1419,715,814,431,12,84,35,3,148,49,33,4,72,45,22,19,24,21,162,0,0,0,0,0,0,0,0,0,284,234,34.88943488943489,28.746928746928745
PIEMONTE 1,SAN GIORIO DI SUSA,810,396,528,270,8,51,20,1,69,26,20,2,91,27,14,32,13,13,84,0,0,0,0,0,0,0,0,0,156,117,29.545454545454547,22.15909090909091
PIEMONTE 1,SAN PIETRO VAL LEMINA,1179,597,859,430,10,79,56,10,146,33,26,6,81,81,16,7,12,10,218,0,0,0,0,0,0,0,0,0,363,211,42.258440046565774,24.563445867287545
PIEMONTE 1,SAN SECONDO DI PINEROLO,2950,1455,2010,1011,24,188,126,15,334,86,87,8,187,165,46,29,42,27,492,0,0,0,0,0,0,0,0,0,821,515,40.84577114427861,25.621890547263682
PIEMONTE 1,SANT'AMBROGIO DI TORINO,3529,1743,2287,1142,31,188,137,25,267,147,65,15,422,133,82,90,34,26,464,0,0,0,0,0,0,0,0,0,814,494,35.592479230432886,21.60034980323568
PIEMONTE 1,SANT'ANTONINO DI SUSA,3211,1526,1964,944,25,187,152,8,294,67,49,12,338,111,55,59,37,20,391,0,0,0,0,0,0,0,0,0,738,422,37.57637474541752,21.486761710794298
PIEMONTE 1,SAUZE DI CESANA,198,113,137,79,2,13,8,1,13,1,4,0,3,16,6,1,0,0,61,0,0,0,0,0,0,0,0,0,83,18,60.58394160583942,13.138686131386862
PIEMONTE 1,SAUZE D'OULX,804,440,499,278,3,51,34,4,49,5,14,0,23,60,8,4,8,5,193,0,0,0,0,0,0,0,0,0,282,68,56.51302605210421,13.627254509018035
PIEMONTE 1,SCALENGHE,2578,1323,1693,877,22,181,171,7,193,37,61,7,175,96,42,12,40,11,528,0,0,0,0,0,0,0,0,0,887,298,52.392203189604245,17.601890135853516
PIEMONTE 1,SESTRIERE,737,381,464,247,5,48,24,8,51,9,20,2,17,61,4,3,3,4,172,0,0,0,0,0,0,0,0,0,252,82,54.310344827586206,17.67241379310345
PIEMONTE 1,SUSA,4742,2209,2974,1431,35,258,273,8,385,91,67,19,426,209,121,98,37,26,708,0,0,0,0,0,0,0,0,0,1247,562,41.930060524546064,18.897108271687962
PIEMONTE 1,TORRE PELLICE,3674,1715,2318,1103,36,145,138,6,542,228,107,9,173,124,81,65,55,60,395,0,0,0,0,0,0,0,0,0,684,886,29.508196721311474,38.22260569456428
PIEMONTE 1,TROFARELLO,8588,4136,6163,3017,70,485,358,29,1294,244,284,36,756,536,127,70,85,51,1328,0,0,0,0,0,0,0,0,0,2200,1858,35.696900859970796,30.147655362648063
PIEMONTE 1,USSEAUX,148,76,101,51,2,12,8,0,11,2,2,0,9,10,2,0,1,0,31,0,0,0,0,0,0,0,0,0,51,15,50.495049504950494,14.85148514851485
